Noakhali_text,Formal_text
হাজার কথার মাঝে ওই এক্কান কথা বুঝি নেন লাগে,হাজার কথার মাঝে ওই একটা কথা বুঝে নিতে হয়
যতদিন বাচি আছি ততদিন তোর কথা রাখুম,যতদিন বেঁছে থাকি তোমায় মনে রাখবো
যত কষ্ট অক সব মানি লমু হিয়ার হরেও তোমারেই ভালোবাসুম,"যত কষ্ট হোক সব মেনে নেবো,তবুও চিরদিন তোমাকেই ভালোবাসবো "
দেখো কি সুন্দর মিষ্টি চান্দের মিষ্টি হাসি,"দেখো ,কি সুন্দর মিষ্টি চাঁদের মিষ্টি আলো "
হুলে হুলে সাজাই রাইখছি আর এ মন তুমি আইলে দুইজন মিলি সাজাইয়ুম জীবন,"ফুলে ফুলে সাজিয়ে রেখেছি আমার এই মন, তুমি আসলে দুজন মিলে সাজাবো জীবন "
হরাশোনা করি কি অইব যদি তোয়ারে না পাওয়া যায়,পড়াশোনা করে  কি হবে যদি তোমাকেই  না পাওয়া যায়
মাইয়াগো পোস্ট অইতাছে মাছের বাজার বেকে আই ভিড় জমায়,মেয়েদের পোস্ট হচ্ছে মাছের বাজার সবাই এসে ভিড় জমায়
হোলাগো পোস্ট অইছে সোনার দোয়ান হেটার লাই কম লোক  ইয়ানে আইয়ে,ছেলেদের পোস্ট হচ্ছে সোনার দোকান তাই খুব কম লোকই এখানে আসে
ইইত্তিদিন ঘুমাইবার আগে মনে মনে ভাবি যাই হোক বিয়া কইরবার আরুগ্গা দিন  আগাই আইছে,"প্রতিদিন ঘুমিয়ে পড়ার আগে ভাবি যাই হোক, বিয়ে করার আরেকটা দিন এগিয়েছে"
বিয়াত হোলাহক্ক দাবি কইচ্ছে দুগা স্বর্নের জিনিস মাইয় হক্ক রাজি অই গেছে,"বিয়েতে ছেলে পক্ষ দাবি করেছিল দুটি সোনার জিনিস চাই, মেয়ে পক্ষ তাতেই রাজি হয়ে গেল"
এ সময়ে প্রেমহীন মানুষ খুজি হাওআ কইষ্ট কর,বর্তমানে প্রেম হীন মানুষ খুঁজে পাওয়াটা কষ্টকর
মিষ্টি হাসি দি কতা কই হাগল করি দিলা,মিষ্টি হেসে কথা বলে পাগল করে দিলে
তোয়ারে লই আরাই যাইয়ুম আকাশোর নিলে,তোমায় নিয়ে হারিয়ে যাবো আকাশের নীলে
চলোনা কিছু না মানি ভালোবাসি,চলোনা কিছু না মেনে ভালোবাসি
চলো দুইজন মিলি সুখের পৃথিবীর সাজাই,চলো দুজনে মিলে সুখের  পৃথিবী সাজাই
তোয়ারে লই আর সব কল্পনা,তোমাকে নিয়ে আমার সব কল্পনা
তোয়ারে রিদয়ে রাখুম সারাজীবন,তোমায় হৃদয়ে রাখবো  সারাক্ষণ
তুউই যদি কই বৃষ্টি অইয়ুম আইজ,তুমি যদি চাও বৃষ্টি হবে আজ
চলো দুইজন মিলি আত ধরি আরাই,চল দুজনে হাত ধরে হারাবো
তোয়ারে ছুই দিবার লাই চাই অনুমুতি,তোমাকে ছুয়ে দিতে চাই অনুমতি
এ ছবির বেগগুন গান মেলা প্রিয় আছিলো অনো আছে,এই ছবির প্রতিটি গান অনেক অনেক প্রিয় ছিল এবং এখনো আছে
সইত্য ভালোবাসা হারেনা মিথ্যাআন হারি যায়,"সত্যের ভালবাসা হারে না ,মিথ্যা ভালবাসা হেরে যায়"
এয়ান হেই সোনালী যুগের প্রাচীন গান যে গান হুইনলে বুকআন ভরি যায়,এই সেই সোনালী যুগের সেই প্রাচীন গান যে গান শুনলে বুকটা ভরে যায়
যতবার দেই ততবার ভালা লাগে মৌসুমিরে এই গানে ভালা লাগের,"যতবার দেখি ততবার ভালো লাগে, মৌসুমিকে গানটাতে অসম্ভব সুন্দর লাগছে"
অনো ভালা লাগে গান আন,এখনো ভালো লাগে গানটা
কালা আর লাল শাড়িতে মৌসুমীকে অসম্ভব সুন্দর লাগে,কালো আর লাল শাড়িতে মৌসুমী আপু কে অসম্ভব সুন্দরী লাগে
মনে হড়ি যায় আর ভালোবাসার মানুষ আনের কতা,মনে পড়ে যায় আমার ভালোবাসার মানুষটার কথা
গান আন হুইনলেই পুরান ইতিহাস এর কতা মনে হড়ে,গানটা শুনলেই পুরাতন ইতিহাস মনে পড়ে
এই ছবির বেক গানগুন মেলা সুন্দর,এই ছবির  সব গানগুলো অনেক সুন্দর
বেক সময় গান গুলো হুন তে ভালা লাগে,সব সময়ে গান গুলো বেশ সুন্দর ভালো লাগে শুনতে
মৌসুমী আপাকে বলছি এরকম একখান ছবি আমগোরে উপহার দেয়,মৌসুমি আপুকে বলছি এরকম  একটা ছবি আমাদেরকে আবার উপরহার দিন
"মৌসুমী আসলেই মেলা সুন্দরী ,আই কাছ থেকে দেখি আসছি","মৌসুমী আসলেই খুব সুন্দরী, আমি কাছ থেকে দেখেছি"
একদিন দেইয়ের পিতিবির মায়া ছাড়ি চলি জাইয়ুম পারাপারে,একদিন হয়তো পৃথিবীর মায়া কাটিয়ে চলে যাবো পরপারে
চোক এইগা  মেললেই দেখি তোমারে চোক বুঝলেই পাই আরো কাছে,"চোখ মেললেই দেখি তোমাকে, চোখ বুজলেই পাই আরো কাছে"
আরো বেশি ভালো বাসা দিতে চাই,আরও  বেশি ভালবাসা আমি দিতে চাই
এই গান এত প্রিয় এখনও শুনি মেলা সুন্দর একখান অনুভুতি কাম করে,এই  গান আমার এত প্রিয় এখনো শুনি অনেক সুন্দর একটা অনুভুতী কাজ করে
"যৌবনে আসার আগেই তাকে বালা বাসছিলাম,আবার যৌবনে শেষ হবার পরেও তাকেই ভালো বাসবো ","যৌবন আসার আগেই তাকে ভালো বেসেছিলাম, আবার যৌবন শেষ হবার পরেও তাকেই ভালো বাসবো"
সাত বছর পর খুঁজি পাইসি আমার প্রিয় গান অন,সাত বছর পর খুজে পেয়েছি আমার প্রিয় গানটা
জীবনে অনেক গান হুনি তারপর ও কেন জানি না এই গুলার মত আর ভালা লাগে না,জীবনে  অনেক  গান শুনি তারপরেও  কেন জানি না এই গান গুলোর মত এত ভালো লাগে না
জেইসময় নতুন গান বাইর হয় তখন তুন হুনিয়ের,"যখন গানটা নতুন বের হয়েছিলো, তখন অনেক শুনেছি"
এই গান অন যে কত বড় হুনছি তার কোনো হিসাব নাইয়ের,এই গানটা যে কতো বার যে শুনেছি তার কোনো হিসেব নেই
ছোটবেলার কথা মনে পড়ে যার,ছোটবেলার স্মৃতিগুলো মনে পরে যায়
মাত্র এক বছর পর গানটার একযুগ হয় যাইবো,মাত্র এক বছর পর গানটার বয়স এক যুগ হবে যাবে
ববিশোতে আর পোলা মাইয়া জোন দেখবো হেগুনের বাপ কথা টা রোমান্টিক আছিলো,ভবিষ্যতে আমার ছেলে মেয়ে যখন এসব গান দেখবে তার বাবা কতটা রোমান্টিক ছিল
এই গান টা যে কতবার হুনছি আই নিজেই জানি না,এই গানটা কতবার শুনিছি আমি নিজেই জানি না
এইভাবে চলে যাইবো সময় কিন্তু থাই যাইবো কিছু গান,এভাবে চলে যাবে সময় কিন্তু থেকে যাবে এসব কিছু গান
হিগুন রে অনেক ধন্যবাদ জেগুন গান গুন উপহার দি গেছে,তাদেরকে অনেক ধন্যবাদ যারা গান গুলো উপহার দিয়ে গেছেন
রুমি ভাইয়া আবার ফিরে আইয়ছে নতুন গান লই,রুমি ভাইয়া আবার ফিরে আসো সবার মাঝে নতুন গান নিয়ে।
পুরনো দিনের কথা মনে পরে গেলো রে,পুরনো দিনের কথা মনে পড়ে গেল
হারাই যায় কত কিছু আর কত আপনজন,"হারিয়ে গেছে কতকিছু,  কত আপনজন"
হুদা গানআন যেমন আছিলো তেমনি রই গেছ,শুধু গানটি যেমন ছিলো তেমনেই রয়ে গেছে
এই গান গুন লই মেলা আবেগ আছে,এই গান গুলো নিয়ে অনেক আবেগ আছে
এ গান আন হুনি আর চোকে হানি চলি আইছে,এ গান টা শুনে চোখে পানি চলে আসলো
এগিন গান ছোড বেলারতুন হুনি বড় অইছি,এসব গান ছোটবেলা থেকে শুনে বড় হয়েছি
এই গান আন হুনি মনে অইছে আই বাংলাদেশ এর তুন গুরি আইছি,এই গানটা শুনে মনে হল আমি বাংলাদেশ থেকে ঘুরে এলাম
এই ছবি টা দেখলে বুঝা যায়  আমগো দেশের লাই কত কষ্ট করছে মুক্তিযুদ্ধ ভাইরা,এই ছবিটা দেখলে বোঝা যায় আমাদের দেশের জন্য কতো কষ্ট করেছে মুক্তিযোদ্ধা ভাইয়েরা
আমরা কোনো দিন ভুলতে পারতাম না,আমরা জীবনে ভুলতে পারব না
যতদিন পৃথিবীর বুকে বাংলাদেশ নামটি থাকবে ততদিন পর্যন্ত এই গান আন চলতে থাকবো,যতদিন পৃথিবীর বুকে বাংলাদেশ নামটি থাকবে ততদিন পর্যন্ত এই গানটি চলতে থাকবে
মুক্তিযুদ্ধের ভাইয়েরা আমদের জন্য অনেক কষ্ট করেছে,মুক্তিযুদ্ধের ভাইয়েরা আমাদের জন্য কত কষ্ট করেছে
গানটা শুনে আমার অনেক ভালা লাগছে,গানটি শুনে আমার অনেক ভালো লেগেছে
গানটা শুনে চোকের পানি পরই যায় সত্যি ভালা লাগলো,গানটা শুনে  চোখে পানি চলে আসলো সত্যি খুব ভালো লাগলো
ভারতীয় হয়েও যেন কোথাও বাংলাদেশী অনুভব করি,ভারতীয় হয়েও যেন কোথাও আমি বাংলাদেশি অনুভব করছি
আজকের এই দিন এ বাংলাদেশ রে মেলা মনে পরে,আজকের এই দিনে বাংলাদেশকে খুব মনে পড়ে
সেই ছোটবেলার কথা মনে পড়ে যতবার গান এইয়ান হুনী অতীতে ফিরে যাই খালি,সেই ছোটবেলার কথা মনে পড়ে যায় যতবার গানটা শুনি অতীতে ফিরে যাই
এই ছোট পোলাগো একটা বল লই খেলার,এই ছোট ছেলেটি একটি বল  দিয়ে খেলছে
লোকটি ফোন কথা কইতেছে,লোকটি ফোনে কথা বলছে
ভাইরে মেলা মানুষ গুরে বেরার্,বাইরে বেশ কিছু মানুষ ঘুরে বেড়াচ্ছে
রাতে একদল লোক একসাথে ভাইরে বইই থায়,রাতে একদল লোক একসাথে বাইরে বসে থাকে
জায়গায় হিন সময় এ নিজদের মত করি গুচাই নেয়ার চেষ্টা করিয়ের,তুমিহীন সময়টা  নিজেদের মতো করে গুছিয়ে নেওয়ার চেষ্টা করছি
আজ তোর মাইয়া রে লই মেলা ঘুরছি কিন্তু কোনো আনন্দ পাই নো,আজ তোমার কন্যাকে নিয়ে সারা বই মেলা ঘুরেছি কিন্তু কোনো আনন্দ পায়নি
তোমার পচ্ছন্দর বই কিনছি,তোমার পছন্দের বেশ কয়েকটি  বই কিনেছি
বেক কিচু কিরকম  জানি শান্ত আর ফাঁকা লাগতেসে,সব কিছু কেমন শান্ত আর ফাঁকা লেগেছে
আই জানি আর আমগো মধ্যে কোনো দিন ও এই পারে বই পড়া হবে না,আমি জানি আমাদের আর কোন দিন এপারে একসাথে বই পড়া হবেনা
তুমি যে নেই এই সত্যি এইন আই বিশ্বাস করতে পারতেছি না,তুমি নেই এই কঠিন সত্যিটা আমি আজও বিশ্বাস করতে পারছি না
কেন জানি মনে ওই বেলা শেষ হই তুই ঠিক এই ঘরে আসবে,কেনো জানি মনে হয় বেলা শেষে তুমি ঘরে ফিরবে
আই এক সন্ধার অফিস থেকে বাসায় ফিরে দেইয়ুম তুই আছো সত্যি তুই আছো,আমি এক সন্ধ্যায়  অফিস থেকে বাসায় ফিরে দেখবো তুমি আছো সত্যিই তুমি আছো
তুমি তোমার মাইয়া রে লই মেলা বেস্ত দেখা যায়,তুমি তোমার কন্যাকে নিয়ে ব্যস্ত সময় পার করছ
আই কোন দিন চিন্তা করি হারি নো আর মাইয়াগা হেইগার মা রে ছাড়া বড় হইবো আদর ভালোবাসা ছাড়া কাজের লোকের লগে,আমি কোনদিন চিন্তাও করিনি আমার মেয়ে তার মার আদর ভালোবাসা ছাড়া বড় হবে বাসার কাজের মানুষের কাছে
ধম ভন্দ হই আসতেছে চিৎকার করে কাদতে ইচ্ছা করে,দম বন্ধ হয়ে আসে চিৎকার করে কাঁদতে ইচ্ছে করে
তুমি জানো নি সত্যিই মেলা কঠিন বাপ হই মার বরণ পোষণ নেন,তুমি জানো সত্যিই খুব কঠিন বাবা হয়ে মায়ের দায়িত্ব পালন করা
সন্তানের একমাত্র তার মায়ের কোলে মানায়,সন্তানকে একমাত্র তার মায়ের কোলেই মানায়
তোমার মাইয়া আমার কোলে আই সুদু তোমারে খুঁজে মনে হয়,তোমার কন্যা আমার কোলে এসে শুধু তোমাকে খোঁজে মনে হয়
তুমি চলে যাওয়ার পর তোর মেয়ে কেমন চুপ চাপ হয়ে গেছে,তুমি চলে যাওয়ার পর তোমার মেয়ে কেমন যেন শান্ত হয়ে গেছে
এই হয়তো কেউ বুঝে না আই ছাড়া,এটা হয়তো কেউ বুঝতে পারছে না আমি ছাড়া
আই যে বাপ আমি তার কন্যার মুখে দিকে তাকাই থাই অনেক কিছু বুঝতাম পারি,আমি যে বাবা আমি আমার কন্যার মুখের দিকে তাকিয়ে অনেক কিছু বুঝতে পারি
এইক্কান মানুষেরা কঅনো ঠিক অয়না,এই রকম  মানুষেরা কখনো ঠিক হয় না
হেতাগো দুইজনের বিয়া অইবার কতা আছিলো,তাদের দুজনের বিয়ে হওয়ার কথা ছিল
কিন্তু ফোলা হঠাৎ করি মাইয়ারে না জানাই বাইরে চলি গেছে,কিন্তু ছেলে হঠাৎ করে তরুণীকে না জানিয়ে দেশের বাইরে চলে যায়
এয়ার মইধ্যে মাইয়া পরিবারের পছন্দে বিয়া কইচ্ছে,এর মাঝে মেয়েটি  তার পরিবারের পছন্দে বিয়ে করে
হেতে মাইয়াগার লগে যোগাযোগ কইচ্ছে,সে মেয়েটির  সাথে যোগাযোগ করে
মাইয়াগা কাউরে বিয়া কইত্তো রাজি অয় না,মেয়েটি  কাউকে বিয়ে করতে রাজি হয় না
হেই হোলা কোন কিছুই হুইনতাম চায় না দেখা কইরতাম চায়,ওই ছেলে কোন কিছুই শুনতে চায় না তার সাথে দেখা করতে চায়
মাইয়া মামলা চায় না কারন বিয়ার মামলা জানাজানি হইলে সংসার টিকতো নো,মেয়ে মামলা চায় না কারণ সে বিবাহিত মামলার বিষয়টা জানাজানি হলে সংসার টিকবে না
আর জামাই রাত জাগি বিভিন্ন মাইয়ার লগে কতা কয়,আমার স্বামী বিভিন্ন মেয়ের সাথে সারা রাত জেগে কথা বলে
অন কতা অইল আই হত্তি মাসে কাবিনের টেয়া দি দিমু,এখন কথা হলো আমি কাবিনের টাকা দিয়ে দিবো প্রতি মাসে মাসে
আই সাত মাস প্রেম করি একজনরে বিয়া কইচ্ছি,আমি সাত মাস প্রেম করে একজনকে বিয়ে করেছি
অন বিয়ার হর জাইনতে হাইচ্ছি আর জামাই দুগা বিয়া কইচ্ছে,এখন বিয়ের পর জানতে পারি আমার স্বামী আগে দুইটি বিয়ে করেছিল
আই মানষিকভাবে সমস্যার মধ্যে আছি,আমি মনসিক ভাবে খুব সমস্যার মধ্যে আছি
আর এককান এ কতা হোলা মানুষ এর কাছে কিয়ের দরকার থাইকতাম হারে,আমার একটাই কথা ছেলে মানুষের কাছে কিসের প্রয়োজন থাকতে পারে
কেলাসের বেক মাইয়ার লগেই মিশতাম,ক্লাসের সব মেয়েদের সাথেই মিশতাম
আই ধরি লাইছি আর অনেক দোষ অনেক ভুল,আমি ধরে নিলাম আমার অনেক দোষ অনেক ভুল
কিন্তু আংগো তিন বছরের বাইচ্চা হিগার দোষ কোনাই,কিন্তু আমাদের তিন বছরের বাচ্চা তার কোথায় দোষ?
আমরা কই এককানা সময় লইবার লাই আর হেতার বউরে লই আইনবার লাই,আমরা বলি একটু সময় নেওয়ার জন্য আর উনার স্ত্রীকে নিয়ে আসার জন্য
তোয়ারে যেইদিন কইছিলাম বিয়াগা করি হালাইতো,তোমাকে যেদিন বলেছিলাম বিয়েটা করে ফেলো
সেইদিন কতাগা কইছিলাম তোয়ার ভালার লাই,সেদিন কথাটা বলেছিলাম শুধু তোমার ভালোর জন্য
কিন্তু তুউই অন এতই ভালা আছো যে আই মাইনতাম হারিয়ের না,কিন্তু তুমি এখন এতোই ভালো আছো যে আমি সেটা মানতে পারছি না
তুমি আর আর নাই এটা মাইনতাম হারিয়ের না,তুমি আর আমার নেই আমি এটা মানতে পারছি না
হছন্দ করিয়ে পরিবারের মাধ্যমে বিয়া করি আইনছে,পছন্দ করেই পরিবারের মাধ্যমে বিয়ে করে এনেছে
আর ভালোবাসার মানুষের লগে আর বিয়া অইছে,আমার ভালোবাসার মানুষের সাথে আমার বিয়ে হয়েছে
তারে ছাড়া আই হয়ত বাইচতাম হাইরতান্ন,তাকে ছাড়া আমি হয়তো বাচঁতে পারবো না
অন আর মানুষের ভিত্তে মায়া জিনিষটা নাই,এখন আর মানুষের মধ্যে মায়া বিষয়টা খুব একটা নেই
আই আর ছোট বাচ্চাগারে লই বাবার বাইত যাই,আমি আমার ছোট বাচ্চাকে নিয়ে বাবার বাড়িতে যাই
আন্নে নিজের পরিবার লই বইয়েন,আপনি নিজের পরিবার নিয়ে বসুন
হরিবারে ছোড খাডো ঝামেলা থায়,পরিবারে ছোট খাটো ঝামেলা থাকে
আরে এক্কানা সাহায্য কইরবেন,আমাকে একটু সাহায্য  করবেন
দয়া করি নাম পরিচয় গোপন রাখিয়েন,দয়া করে নাম পরিচয় গোপন রাখবেন
আই এককান কডিন সমস্যা লই হাজির অইছি,আমি একটি কঠিন সমস্যা নিয়ে হাজির হয়েছি
একসময় হোলার মাইয়াগারে ভালো লাইগব,একসময় ছেলের মেয়েটাকে ভালো লাগবে
হেতাগো চাইর বছরের এগগা বাচ্চা আছে,তাদের চার বছরের একটি মেয়ে বাচ্চা আছে
গত এক মাস আগে জামাই বউর লগে কাইজ্জা করি দেশে চলি আইছে,গত এক মাস আগে স্ত্রীর সাথে ঝগড়া করে স্বামী দেশে চলে আসে
হোলা মাইয়া একজন আরেকজনরে মেলা ভালোবাসে,ছেলে মেয়ে একজন আরেকজন কে প্রচন্ড ভালোবাসে
হেতে বিয়া করি সুখি অইতো চায়,সে বিয়ে করে সুখী হতে চায়
হোলা ইউরোফ এ হরাশোনা করে,ছেলে ইউরোপে পড়াশোনা করে
কিন্তু মাইয়ার পরিবার রাজি নো,কিন্তু মেয়ের পরিবার রাজিনা
মাইয়ারে অন্য জায়গায় বিয়া দিবার লাই আয়োজন করে,মেয়েকে অন্য ছেলের সাথে বিয়ে দেওয়ার আয়োজন করে
বাধ্য অই হোলা মাইয়া নিজেগো ভিত্তে বিয়া করি হালায়,বাধ্য হয়ে ছেলে মেয়ে নিজেদের ইচ্ছায় বিয়ে করে নেয়।
আইজগা দেয়ালে হিট ঠেকি গেছে,আজকে দেয়ালে পিঠ থেকে গেছে
আইজগা প্রায় ৮ দিন হানি নাই,আজকে প্রায় ৮ দিন পানি নেই
অথচ আশেহাশে বেক বাড়িত হানি দি যার হুদা আংগোর বাইত দেয়র না,অথচ আসে পাশের সব বাড়ি তেই পানি দিয়ে দিচ্ছে শুধু আমাদের বাড়িতেই পানি দিচ্ছে না
যেতাগো লগে ভাল সম্পর্ক হুদা হেতাগোরে হানি দিব আর কাউরে দিত নো,যাদের সাথে ভালো সম্পর্ক রয়েছে শুধু তাদের পানি দিবে আর কাউকে দিবে না
কইতাম হারি না হানি হামু কি হামু না,জানিনা পানি পাবো নাকি পাবো না
হাশরা ডাক্তাররা অন ভালো অবস্থাত নাই,পাশ করা ডাক্তাররা এখন ভালো অবস্থায় নেই
কিল্লাই এত টেয়া ধার করি ডাক্তারি হইডতে অইব,কেন এত টাকা ধার করে ডাক্তারি পড়তে হবে
ভর্তি যেহতু অই এ গেছো হড়াশোনা চালাই যাও,যেহেতু ভর্তি হয়ে গেছেন পড়াশোনা চালিয়ে যান
জামাইর অভিযোগ স্ত্রী তার দায়িত্ব ঠিকঠাক হালন করের না,স্বামীরে অভিযোগ স্ত্রী তার সংসারের দায়িত্ব পালন করছে না
দুইজনেই দুইজনরে সন্দেহ করে,দুজনেই দুজনকে সন্দেহ করে
বউর ধারনা জামাইর হরকিয়া আছে,স্ত্রী ধারণা স্বামী পরকীয়ায় আছে
এই বিষয়গা লই আর কতা কইতাম চাইয়ের না,এই বিষয়টা নিয়ে আর কথা বলতে চাচ্ছি না
আজকাইল ছোডগুনেও হাত্তা দেয়র না,আজকাল ছোটরাও পাত্তা দিচ্ছে না
কুনুগা আর ভয় হার না,কেউ আর ভয় পাচ্ছে না
আর এগিন আর ভালো লাগের না,আমার এসব আর একটুও ভালো লাগছে না
যেতারা ভাবছেন বড় অই গরিবগোরে সাহায্য কইরব: কিন্তু বড় অই সায় হেতারা নিজেরাই গরিব,যারা ভেবেছিলেন বড় হয়ে গরীবদের সেবা করবেন কিন্তু বড় হয়ে দেখেন নিজেই গরীব
মইলার বয়স অইব ৮০ উফরে,মহিলার বয়স হবে ৮০ এর উপরে
এগগাই হিতিবি কিন্ত একেক,"একটাই পৃথিবী, কিন্তু একেক এলাকার মানুষের চিন্তা একেক রকম"
নতুনগুন অনেক কিছু শিখতাম হাইরব আশা করি,নতুনরা অনেক কিছু শিখতে পারবে  আশা করি
অকনা ভালা কিছুর শুরুটা এইখানেই,হোকনা ভালো কিছুর শুরুটা এভাবেই
তুউই আমার সাথে আর কথা বলবা না,তুমি আমার সাথে আর কথা বলবা না
আমরা অনেক বড় অই গেছি মনে অর,আমরা অনেক বড় হয়ে গেছি মনে হচ্ছে
রাজকুমারীর মায়া আইজও যায়নো পিথিবি ভুলি,রাজকুমারির মায়া পৃথিবী যায়নি আজও ভুলে
জীবনের তুন রং আরাই গেছে,জীবন থেকে রঙ হারায় গেছে
এগগা রঙিন ছবি তুইলতে অইব আংগো বেকের,একটা রঙিন ছবি তুলতে হবে আমাদের সবার
আর কত ছুডি কাডাইয়ুম,আর কত ছুটি কাটাবো?
পুরাগা দেইকবার অপেক্ষাত বই রইছি,পুরোটা দেখার অপেক্ষায় বসে আছি
আন্নে বাচি আছেন?,আপনি বেঁচে আছেন?
আশেহাশে কুনুগা থাইকলে কল দিয়েন,আশেপাশে কেউ থাকলে কল দিয়েন
দেয়া করন যাইবো,দেখা করা যাবে
কিছু হাইতাম অইলে কিছু ছাইড়তাম অয়,কিছু পাইতে হলে কিছু ছাড়তে হবে
বাংলাদেশ এ আরে সবাই আর ডাক নামে চিনে,বাংলাদেশে আমাকে সবাই আমার ডাক নামে চিনে
দুই ঘন্টা ধরি কারোন যায়নো,দুই ঘন্টা ধরে বিদ্যুৎ যায়নি
কারেন্টের অফিসের বেডাগা কি মরি গেলো নি,বিদ্যুৎ অফিসের লোকটা কি মারা গেলো নাকি?
হেইবার আই লাজেন ৪ মাস হরে বাইত গেছি,সেইবার আমি প্রায় ৪ মাস পরে বাসায় গিয়েছি
বাবার মুখের দিকে তাকাই কেক্কান শূন্যতা অনুভব কইরলাম,বাবার মুখের দিকে তাকিয়ে কেমন জানি একটা শূন্যতা অনুভব করলাম
কোনদিন যে আর স্বপ্নগা পূরন অইব,কবে যে আমার স্বপ্নটা পূরণ হবে
আন্নে কি আন্নের হাত ধুইতাম জানেন,আপনি কি আপনার হাত ধুতে জানেন?
আন্নে কি খামারের হশু হছন্দ করেন,আপনি কি খামারের পশু পছন্দ করেন?
আই আর হরিবারের কথা কইতাম চাই,আমি আমার পরিবারের কথা বলতে চাই
আর হরিবারে আই মা আর এগগা ছোড বইন,"আমার পরিবারে আমি  মা, বাবা এবং একটি ছোট্ট বোন"
আংগোর বেকে একসময় একলগে আছি,আমাদের সবাই একসময়ে একসাথে আছি
আমরা মেলা খুশি,আমরা খুব খুশি
আংগো হরিবারে আনন্দের বাইরে কোন কাইজ্জা নাই,আমাদের পরিবারে আনন্দের বাইরে কোন ঝগড়া নেই
আর বন্দুঅগল আর জীবনের অনেক গুরুত্বপূর্ণ অংশ,আমার বন্ধুরা আমার জীবনের অনেক গুরুত্বপূর্ণ অংশ
আই সবসময় আর গেরামের মানুষের হাশে থাইকতাম চাই,আমি সবসময় আমার গ্রামের মানুষদের পাশে থাকতে চাই
মেলা সুন্দর,খুব সুন্দর
আন্নের লেয়া অসাধারণ,আপনার লেখা অসাধারণ
আন্নের ছবি দেই মেলা ভাল্লাইগছে,আপনার ছবি দেখে খুব ভালো লেগছে
অসাধারণ করি লেইকছেন,অসাধারণ করে লিখেছেন
আর ভাল লাইগলো আন্নের কতা হরি,আমি ভালো লাগলো আপনার কথা পড়ে
আন্নের এই পোস্ট আন খুব উফকারী,আপনার এই পোস্টটি খুব উপকারী
আন্নের সুন্দর সুন্দর ছবিগুন দেই আনন্দ হাইছি,আপনার সুন্দর সুন্দর ছবিগুলো দেখে আনন্দ পেয়েছি
আন্নে খুব সুন্দর করি সমস্যাগার সমাধান কইচ্ছেন,আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন
আন্নের ব্লগগা পড়ি অনেক কিছু শিখতাম হাইচ্ছি.,আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি
আই আন্নের কাজরে ভালোবাসি,আমি আপনার কাজকে  ভালোবাসি
আন্নের লেয়ার ধরন খুব সুন্দর,আপনার লেখার ধরণ খুব সুন্দর
আন্নের ছবি আন দেই মন ভরি গেছে,আপনার ছবিটি দেখে মন ভরে গেলো
খুব সুন্দর কতা কইছেন,খুব সুন্দর কথা বলেছেন
আন্নের মজার মজার কতা হুইনলে হারাদিন মন ভালা থায়,আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে
একদিন সুন্দর এগগা বাগানে  এগগা মাইয়া হাইডেআছিলো,একদিন সুন্দর একটি বাগানে একটি মেয়ে হাঁটছিল
হেতে আকাশে উড়ন্ত পাখির গান হুনাইতেই মন খুশি অই গেছে,সে আকাশে উড়ন্ত পাখির গান শোনতেই মন খুশি হয়ে উঠত
হেতে ফুলগুনের রঙিন মেলা দেই  হৃদয় ভরি যায়,সে ফুলগুলোর রঙিন মেলা দেখে হৃদয় ভরে যায়
তার পাশে থাকা হুতুলগিন হেই মাইয়গার লগে খেইলতাম আইয়ে,তার পাশে থাকা পুতুলগুলো সেই মেয়ের সাথে খেলতে আসে
হেতে আরো এককান বন্দুবানাইতো চায় নাম অআছিলো রাহাত,সে আরও একটি বন্ধু বানাতে চায় যার নাম ছিল রাহাত
তোয়ার বন্দুরা সত্যি খুব ভালা মানুষ,তোমার বন্ধুরা সত্যিই ভালো হৃদয়ের মানুষ
তোয়ার বন্দুগুন বেকে মেদাবি,তোমার বন্ধুরা  সবাই খুব মেধাবী
তোয়ার বন্দুগোর লগে থাইকত ভালা লাগে,তোমার বন্ধুদের কাছে থাকতে খুব ভালো লাগে
বিয়ার হর মোডা অইব এই স্বপ্ন লই বাচি রাইছে হাজারো চিঅন মাইয়া..,বিয়ের পর মোটা হবে এমন স্বপ্ন নিয়ে বেঁচে আছে হাজারো পাতলা মেয়ে
মাইয়া অগল যেন্নে ভালা ভদ্র হোলা খুজের ভয় লাগে কোনদিন না জানি আই কিডনাফ অই যাই,"মেয়েরা যে হারে ভদ্র ছেলে খুঁজছে, ভয় লাগছে কোনো দিন আমি কিডন্যাপ হয়ে না যাই"
যে সুমে তোমার একলা লাইগব তুউই চাইরোহাশে  কিছুই দেইকতে হাইতা ন,"খন তোমার একা লাগবে, তুমি চারদিকে কিছুই দেখতে পাবে না"
আইজগা সিঙ্গেল দেই কুনুগার লাই হাত কাইটতাম হারি না,আজ সিঙ্গেল বলে কারো জন্য হাত কাটতে পারি না
